"symbol"	"log2fc"	"pv"	"fdr"	"sv"	"dataset_id"	"dataset_annot"
"Prps2"	0.31442789	0.0468	0.4681203	1.32975414692588	"GSE22873"	"myd88_liver"
"Sgpl1"	0.31383154	0.0147	0.4011866	1.83268266525182	"GSE22873"	"myd88_liver"
"Ell"	0.31364253	0.037	0.4505971	1.43179827593301	"GSE22873"	"myd88_liver"
"Zcchc6"	0.31309904	0.0447	0.4645413	1.34969247686806	"GSE22873"	"myd88_liver"
"Ptn"	0.31277415	0.0343	0.4440735	1.46470587995723	"GSE22873"	"myd88_liver"
"Wbp11"	0.3124808	0.0208	0.4122818	1.68193666503724	"GSE22873"	"myd88_liver"
"Slc35c2"	0.3121745	0.0381	0.4525202	1.41907502432438	"GSE22873"	"myd88_liver"
"Ppif"	0.31211243	0.0392	0.454829	1.40671393297954	"GSE22873"	"myd88_liver"
"Zdhhc18"	0.31186156	0.0418	0.4579657	1.37882371822496	"GSE22873"	"myd88_liver"
"Sav1"	0.31088003	0.0219	0.4134644	1.65955588515988	"GSE22873"	"myd88_liver"
"Gpld1"	0.31046639	0.0216	0.4134644	1.66554624884907	"GSE22873"	"myd88_liver"
"Ctbp1"	0.31023052	0.0108	0.3869928	1.96657624451305	"GSE22873"	"myd88_liver"
"Gnai2"	0.31020654	0.0186	0.4059269	1.73048705578208	"GSE22873"	"myd88_liver"
"Rgs7bp"	0.30957639	0.0026	0.3376957	2.58502665202918	"GSE22873"	"myd88_liver"
"Flrt1"	0.30919583	0.0108	0.3869928	1.96657624451305	"GSE22873"	"myd88_liver"
"Zfp512"	0.3088619	0.0278	0.4322201	1.55595520408192	"GSE22873"	"myd88_liver"
"Ddhd2"	0.30878491	0.0445	0.4642592	1.35163998901907	"GSE22873"	"myd88_liver"
"Dcaf12"	0.30867314	0.0189	0.4060806	1.72353819582676	"GSE22873"	"myd88_liver"
"4833441D16Rik"	0.30837513	0.0281	0.4325283	1.55129368009492	"GSE22873"	"myd88_liver"
"Anxa4"	0.30810144	0.0341	0.4440735	1.4672456210075	"GSE22873"	"myd88_liver"
"Ephx1"	0.30758113	0.018	0.4048185	1.74472749489669	"GSE22873"	"myd88_liver"
"Ipo9"	0.30704331	0.0183	0.4057918	1.73754891026957	"GSE22873"	"myd88_liver"
"Zfand3"	0.30640302	0.0367	0.4494548	1.43533393574791	"GSE22873"	"myd88_liver"
"Itih2"	0.30638612	0.0194	0.4085006	1.71219827006977	"GSE22873"	"myd88_liver"
"Trpm7"	0.30619965	0.0399	0.4565431	1.39902710431325	"GSE22873"	"myd88_liver"
"BC017158"	0.30598715	0.0251	0.4232797	1.60032627851896	"GSE22873"	"myd88_liver"
"Dnajc18"	0.30534124	0.0487	0.4717996	1.31247103878537	"GSE22873"	"myd88_liver"
"Rbm22"	0.30528627	0.0386	0.4535033	1.41341269532825	"GSE22873"	"myd88_liver"
"Frmd6"	0.30521004	0.0331	0.442276	1.48017200622428	"GSE22873"	"myd88_liver"
"Dhrs1"	0.30499608	0.0401	0.4573087	1.39685562737982	"GSE22873"	"myd88_liver"
"Pink1"	0.30434954	0.0109	0.3869928	1.96257350205938	"GSE22873"	"myd88_liver"
"Ppfia1"	0.30427032	0.049	0.4726922	1.30980391997149	"GSE22873"	"myd88_liver"
"Afg3l2"	0.30381718	0.0462	0.4664348	1.33535802444387	"GSE22873"	"myd88_liver"
"Prrx1"	0.30310628	0.0444	0.4639752	1.35261702988538	"GSE22873"	"myd88_liver"
"Sdc1"	0.30291927	0.0481	0.4705474	1.31785492362617	"GSE22873"	"myd88_liver"
"Txnrd2"	0.30263645	0.0142	0.3959198	1.84771165561694	"GSE22873"	"myd88_liver"
"Prkab1"	0.30260041	0.00473	0.3601799	2.32513885926219	"GSE22873"	"myd88_liver"
"Oxa1l"	0.3025573	0.0138	0.3935117	1.86012091359876	"GSE22873"	"myd88_liver"
"Mef2a"	0.30241509	0.00811	0.3823374	2.09097914578884	"GSE22873"	"myd88_liver"
"Pak4"	0.30225451	0.0365	0.4491511	1.43770713554353	"GSE22873"	"myd88_liver"
"Rassf1"	0.30149094	0.0173	0.4045251	1.7619538968712	"GSE22873"	"myd88_liver"
"Ctcf"	0.30113049	0.00431	0.3538968	2.36552272983927	"GSE22873"	"myd88_liver"
"Prex1"	0.30091595	0.0226	0.414943	1.6458915608526	"GSE22873"	"myd88_liver"
"Ces1d"	0.30061561	0.0345	0.4440735	1.46218090492673	"GSE22873"	"myd88_liver"
"Pgm5"	0.30044165	0.017	0.4032143	1.76955107862173	"GSE22873"	"myd88_liver"
"Inhbe"	0.30002736	0.0183	0.4059269	1.73754891026957	"GSE22873"	"myd88_liver"
"Acy3"	0.29962787	0.0333	0.4424783	1.47755576649368	"GSE22873"	"myd88_liver"
"B4galnt1"	0.2994008	0.0393	0.4549305	1.40560744962457	"GSE22873"	"myd88_liver"
"Dctn1"	0.29905591	0.0451	0.4649545	1.34582345812204	"GSE22873"	"myd88_liver"
"Sp6"	0.29826374	0.0206	0.4118174	1.68613277963085	"GSE22873"	"myd88_liver"
"Fbxo28"	0.29816978	0.031	0.4383631	1.50863830616573	"GSE22873"	"myd88_liver"
"Fbrsl1"	0.29790855	0.0162	0.4013714	1.79048498545737	"GSE22873"	"myd88_liver"
"Katnal1"	0.29790377	0.0415	0.4579657	1.38195190328791	"GSE22873"	"myd88_liver"
"Eps15l1"	0.29783311	0.00539	0.3721637	2.26841123481326	"GSE22873"	"myd88_liver"
"Particl"	0.2974804	0.0111	0.3885407	1.95467702121334	"GSE22873"	"myd88_liver"
"Gm14680///Sms"	0.2973682	0.0336	0.4433091	1.47366072261016	"GSE22873"	"myd88_liver"
"Mknk1"	0.29673482	0.0145	0.3991067	1.83863199776503	"GSE22873"	"myd88_liver"
"Gars"	0.29666596	0.0407	0.4579657	1.39040559077478	"GSE22873"	"myd88_liver"
"Cbfa2t3"	0.29663567	0.0221	0.4141258	1.65560772631489	"GSE22873"	"myd88_liver"
"Gm11772"	0.29651815	0.0219	0.4134644	1.65955588515988	"GSE22873"	"myd88_liver"
"Aspg"	0.29585808	0.0258	0.4252269	1.58838029403677	"GSE22873"	"myd88_liver"
"4930523O13Rik"	0.29530871	0.0136	0.3935117	1.86646109162978	"GSE22873"	"myd88_liver"
"H13"	0.29528853	0.0351	0.4450678	1.45469288353418	"GSE22873"	"myd88_liver"
"Ica1"	0.29473279	0.0449	0.4649545	1.34775365899668	"GSE22873"	"myd88_liver"
"Wdr83"	0.29432393	0.0423	0.4579657	1.37365963262496	"GSE22873"	"myd88_liver"
"Nrn1"	0.29413429	0.0122	0.3935117	1.91364016932525	"GSE22873"	"myd88_liver"
"Prr14l"	0.29379571	0.0128	0.3935117	1.89279003035213	"GSE22873"	"myd88_liver"
"Klhl20"	0.29351527	0.00667	0.3823374	2.17587416608345	"GSE22873"	"myd88_liver"
"Bcdin3d"	0.29302755	0.0451	0.4649545	1.34582345812204	"GSE22873"	"myd88_liver"
"Flywch1"	0.29253464	0.0237	0.4179179	1.6252516539899	"GSE22873"	"myd88_liver"
"Clptm1"	0.29226131	0.0247	0.4210733	1.60730304674033	"GSE22873"	"myd88_liver"
"Gata4"	0.29213752	0.0422	0.4579657	1.37468754903833	"GSE22873"	"myd88_liver"
"Ccm2l"	0.29165092	0.0177	0.4045251	1.75202673363819	"GSE22873"	"myd88_liver"
"1700084C06Rik"	0.29143342	0.0245	0.420163	1.61083391563547	"GSE22873"	"myd88_liver"
"Necab1"	0.29094055	0.0152	0.4011866	1.81815641205523	"GSE22873"	"myd88_liver"
"Ptrf"	0.29035236	0.0468	0.4681203	1.32975414692588	"GSE22873"	"myd88_liver"
"Dclk1"	0.29031386	0.0147	0.4011866	1.83268266525182	"GSE22873"	"myd88_liver"
"Fbxo18"	0.29026915	0.0126	0.3935117	1.89962945488244	"GSE22873"	"myd88_liver"
"Gjc1"	0.29013822	0.0115	0.3929765	1.93930215964639	"GSE22873"	"myd88_liver"
"Ehmt2"	0.28998752	0.0316	0.4392491	1.5003129173816	"GSE22873"	"myd88_liver"
"Thbs2"	0.28984717	0.0236	0.4177969	1.62708799702989	"GSE22873"	"myd88_liver"
"Pias1"	0.28982839	0.0297	0.43404	1.52724355068279	"GSE22873"	"myd88_liver"
"Toporsos"	0.2897018	0.0168	0.4029742	1.77469071827414	"GSE22873"	"myd88_liver"
"Tcirg1"	0.28964506	0.0168	0.4029742	1.77469071827414	"GSE22873"	"myd88_liver"
"1110059G02Rik///Sntb1"	0.28818273	0.0458	0.4653446	1.33913452199613	"GSE22873"	"myd88_liver"
"Zcchc8"	0.28790178	0.0351	0.4450678	1.45469288353418	"GSE22873"	"myd88_liver"
"P3h1"	0.28783199	0.0133	0.3935117	1.87614835903291	"GSE22873"	"myd88_liver"
"Tial1"	0.28767843	0.0349	0.4450678	1.45717457304082	"GSE22873"	"myd88_liver"
"Tmx3"	0.28704194	0.0336	0.4433091	1.47366072261016	"GSE22873"	"myd88_liver"
"Slc16a13"	0.28669313	0.0233	0.4162539	1.63264407897398	"GSE22873"	"myd88_liver"
"2510039O18Rik"	0.28656748	0.0494	0.4730819	1.30627305107635	"GSE22873"	"myd88_liver"
"Gucy1a3"	0.28548652	0.0214	0.4134644	1.66958622665081	"GSE22873"	"myd88_liver"
"Ppp3r1"	0.28514774	0.0338	0.4440735	1.47108329972235	"GSE22873"	"myd88_liver"
"Capns1"	0.28434431	0.00988	0.3832232	2.00524305541237	"GSE22873"	"myd88_liver"
"Iigp1b"	0.28416662	0.0352	0.4450678	1.45345733652187	"GSE22873"	"myd88_liver"
"Lman2"	0.28370996	0.0409	0.4579657	1.38827669199266	"GSE22873"	"myd88_liver"
"Gm12942"	0.28322104	0.0305	0.4370008	1.51570016065321	"GSE22873"	"myd88_liver"
"Ankrd23"	0.28318442	0.0185	0.4059269	1.73282827159699	"GSE22873"	"myd88_liver"
"A930036K24Rik"	0.28317709	0.0287	0.4325283	1.54211810326601	"GSE22873"	"myd88_liver"
"Rsph3b///Rsph3a"	0.28317562	0.029	0.4325283	1.53760200210104	"GSE22873"	"myd88_liver"
"Agpat1"	0.28312204	0.0402	0.4576824	1.39577394691553	"GSE22873"	"myd88_liver"
"Eif4e2"	0.28297449	0.0306	0.4370699	1.51427857351842	"GSE22873"	"myd88_liver"
"Mms19"	0.28188729	0.0213	0.4134644	1.67162039656126	"GSE22873"	"myd88_liver"
"Gclm"	0.2813612	0.039	0.4542534	1.4089353929735	"GSE22873"	"myd88_liver"
"Farp2"	0.28133455	0.0199	0.410596	1.70114692359029	"GSE22873"	"myd88_liver"
"Glrb"	0.28118846	0.0493	0.4729185	1.30715308072277	"GSE22873"	"myd88_liver"
"Crebrf"	0.28080767	0.0481	0.4705474	1.31785492362617	"GSE22873"	"myd88_liver"
"5430404G13Rik"	0.28069473	0.0421	0.4579657	1.37571790416433	"GSE22873"	"myd88_liver"
"Nadsyn1"	0.28045619	0.0255	0.4239239	1.59345981956604	"GSE22873"	"myd88_liver"
"Fpgt"	0.28034864	0.0165	0.4020339	1.78251605578609	"GSE22873"	"myd88_liver"
"Qrsl1"	0.28017743	0.0289	0.4325283	1.53910215724345	"GSE22873"	"myd88_liver"
"Hcfc2"	0.27977286	0.0427	0.4596324	1.36957212497498	"GSE22873"	"myd88_liver"
"Sec24d"	0.27977067	0.0393	0.454881	1.40560744962457	"GSE22873"	"myd88_liver"
"Meis1"	0.27910673	0.026	0.4268167	1.58502665202918	"GSE22873"	"myd88_liver"
"Rab2b"	0.27880024	0.0363	0.4491511	1.44009337496389	"GSE22873"	"myd88_liver"
"Clca1"	0.27860157	0.0311	0.4387773	1.50723961097316	"GSE22873"	"myd88_liver"
"Duxbl3///Duxbl2///Duxbl1"	0.27845708	0.041	0.4579657	1.38721614328026	"GSE22873"	"myd88_liver"
"Esf1"	0.2778579	0.0239	0.4182238	1.62160209905186	"GSE22873"	"myd88_liver"
"Gimap6"	0.27755004	0.0175	0.4045251	1.75696195131371	"GSE22873"	"myd88_liver"
"Kat2b"	0.2772722	0.0264	0.4277271	1.57839607313017	"GSE22873"	"myd88_liver"
"Nod1"	0.276848	0.039	0.4538204	1.4089353929735	"GSE22873"	"myd88_liver"
"Slc25a24"	0.27680338	0.031	0.4383631	1.50863830616573	"GSE22873"	"myd88_liver"
"Capn2"	0.27598231	0.0315	0.4388959	1.5016894462104	"GSE22873"	"myd88_liver"
"Trafd1"	0.2755509	0.0381	0.4525202	1.41907502432438	"GSE22873"	"myd88_liver"
"Mthfd1"	0.27531279	0.015	0.4011866	1.82390874094432	"GSE22873"	"myd88_liver"
"Fam219a"	0.2741666	0.02	0.410596	1.69897000433602	"GSE22873"	"myd88_liver"
"Adnp2"	0.27362191	0.027	0.4297482	1.56863623584101	"GSE22873"	"myd88_liver"
"Trappc12"	0.27357164	0.0449	0.4649545	1.34775365899668	"GSE22873"	"myd88_liver"
"Ctc1"	0.27349203	0.0484	0.4711715	1.31515463835559	"GSE22873"	"myd88_liver"
"Stx2"	0.27315145	0.0446	0.4642592	1.35066514128786	"GSE22873"	"myd88_liver"
"Fbxl16"	0.27303296	0.0312	0.4387773	1.50584540598156	"GSE22873"	"myd88_liver"
"Rpe65"	0.2725821	0.0224	0.4146787	1.64975198166584	"GSE22873"	"myd88_liver"
"Lmnb2"	0.27249394	0.034	0.4440735	1.46852108295774	"GSE22873"	"myd88_liver"
"Akr7a5"	0.27234871	0.0387	0.4535033	1.41228903498109	"GSE22873"	"myd88_liver"
"Slc20a2"	0.27190495	0.0336	0.4433091	1.47366072261016	"GSE22873"	"myd88_liver"
"Khdrbs1"	0.27178756	0.0374	0.4521923	1.42712839779952	"GSE22873"	"myd88_liver"
"Zfp882"	0.2701537	0.0314	0.4387773	1.50307035192679	"GSE22873"	"myd88_liver"
"Itk"	0.26974531	0.0308	0.437927	1.51144928349956	"GSE22873"	"myd88_liver"
"Efnb2"	0.26896807	0.024	0.4182238	1.61978875828839	"GSE22873"	"myd88_liver"
"Eif2a"	0.26826409	0.0266	0.4282591	1.57511836336893	"GSE22873"	"myd88_liver"
"Tcof1"	0.26821834	0.0119	0.3935117	1.92445303860747	"GSE22873"	"myd88_liver"
"Lmbrd1"	0.26814957	0.0365	0.4491511	1.43770713554353	"GSE22873"	"myd88_liver"
"Tnfrsf19"	0.26782744	0.0153	0.4011866	1.8153085691824	"GSE22873"	"myd88_liver"
"Vrk3"	0.26741712	0.0471	0.4681706	1.3269790928711	"GSE22873"	"myd88_liver"
"Atp8b1"	0.26720814	0.0165	0.4020339	1.78251605578609	"GSE22873"	"myd88_liver"
"Zfp820"	0.26661447	0.0125	0.3935117	1.90308998699194	"GSE22873"	"myd88_liver"
"Tst"	0.26623558	0.04	0.4566914	1.39794000867204	"GSE22873"	"myd88_liver"
"Zfp628"	0.26598782	0.0251	0.423393	1.60032627851896	"GSE22873"	"myd88_liver"
"Ift122"	0.2657222	0.0241	0.4186875	1.61798295742513	"GSE22873"	"myd88_liver"
"5730411F24Rik"	0.26437939	0.00759	0.3823374	2.11975822410452	"GSE22873"	"myd88_liver"
"Hps1"	0.26423518	0.0465	0.4670656	1.33254704711005	"GSE22873"	"myd88_liver"
"Ppp4r1l-ps"	0.26394845	0.0297	0.43404	1.52724355068279	"GSE22873"	"myd88_liver"
"AU021895///Gpr137b"	0.26372339	0.0285	0.4325283	1.54515513999149	"GSE22873"	"myd88_liver"
"1810055G02Rik"	0.26348442	0.0446	0.4642592	1.35066514128786	"GSE22873"	"myd88_liver"
"Ptp4a2"	0.26347998	0.0216	0.4134644	1.66554624884907	"GSE22873"	"myd88_liver"
"Thap4"	0.26321784	0.0192	0.4078053	1.71669877129645	"GSE22873"	"myd88_liver"
"Eefsec"	0.26320442	0.047	0.4681706	1.32790214206428	"GSE22873"	"myd88_liver"
"Rsu1"	0.2630654	0.0387	0.4535033	1.41228903498109	"GSE22873"	"myd88_liver"
"Gm4274"	0.26300694	0.021	0.4134644	1.67778070526608	"GSE22873"	"myd88_liver"
"AI451250"	0.26292736	0.0138	0.3935117	1.86012091359876	"GSE22873"	"myd88_liver"
"Tmem50b"	0.26291255	0.0368	0.4495138	1.43415218132648	"GSE22873"	"myd88_liver"
"Slmap"	0.26229509	0.0393	0.4549305	1.40560744962457	"GSE22873"	"myd88_liver"
"Klra12"	0.26210511	0.0128	0.3935117	1.89279003035213	"GSE22873"	"myd88_liver"
"A930026I22Rik"	0.26201577	0.0271	0.4299298	1.56703070912559	"GSE22873"	"myd88_liver"
"Rerg"	0.26154776	0.0332	0.4424107	1.47886191629596	"GSE22873"	"myd88_liver"
"1700015C15Rik"	0.26150963	0.0362	0.4491511	1.44129142946683	"GSE22873"	"myd88_liver"
"Tmem164"	0.26143053	0.0362	0.4489405	1.44129142946683	"GSE22873"	"myd88_liver"
"Fam120b"	0.26120396	0.0134	0.3935117	1.87289520163519	"GSE22873"	"myd88_liver"
"Sorbs1"	0.26116476	0.0281	0.4325283	1.55129368009492	"GSE22873"	"myd88_liver"
"Kif5c"	0.26093745	0.0401	0.4572264	1.39685562737982	"GSE22873"	"myd88_liver"
"Rrp8"	0.26066736	0.0306	0.4371052	1.51427857351842	"GSE22873"	"myd88_liver"
"Fads1"	0.26012328	0.042	0.4579657	1.3767507096021	"GSE22873"	"myd88_liver"
"Zgpat"	0.25976624	0.0255	0.4239239	1.59345981956604	"GSE22873"	"myd88_liver"
"Pcdhb4"	0.25973654	0.0138	0.3935117	1.86012091359876	"GSE22873"	"myd88_liver"
"Armcx2"	0.25967709	0.0293	0.4339685	1.53313237964589	"GSE22873"	"myd88_liver"
"Ptdss1"	0.25773611	0.0396	0.456174	1.40230481407449	"GSE22873"	"myd88_liver"
"Ddit4l"	0.25706525	0.0448	0.4649545	1.34872198600186	"GSE22873"	"myd88_liver"
"Asb1"	0.25676307	0.0421	0.4579657	1.37571790416433	"GSE22873"	"myd88_liver"
"Bmp5"	0.25652622	0.0165	0.4020339	1.78251605578609	"GSE22873"	"myd88_liver"
"Creld1"	0.25617565	0.0297	0.43404	1.52724355068279	"GSE22873"	"myd88_liver"
"Tapbp"	0.25594429	0.0347	0.444196	1.45967052520913	"GSE22873"	"myd88_liver"
"Cyb5r3"	0.25572376	0.0474	0.469371	1.32422165832591	"GSE22873"	"myd88_liver"
"Wdr18"	0.25538994	0.03	0.4349953	1.52287874528034	"GSE22873"	"myd88_liver"
"Aco1"	0.2553495	0.0331	0.4424107	1.48017200622428	"GSE22873"	"myd88_liver"
"Itga5"	0.25500832	0.0269	0.4296115	1.57024771999759	"GSE22873"	"myd88_liver"
"Cog1"	0.25483034	0.038	0.4525202	1.42021640338319	"GSE22873"	"myd88_liver"
"Rbfa"	0.25407009	0.0123	0.3935117	1.9100948885606	"GSE22873"	"myd88_liver"
"Hunk"	0.25369604	0.0282	0.4325283	1.54975089168064	"GSE22873"	"myd88_liver"
"Mesp2"	0.25368	0.0234	0.416823	1.63078414258986	"GSE22873"	"myd88_liver"
"Vps33b"	0.25355543	0.0189	0.4060806	1.72353819582676	"GSE22873"	"myd88_liver"
"Dennd6a"	0.25353838	0.0162	0.401291	1.79048498545737	"GSE22873"	"myd88_liver"
"Dazl"	0.253454	0.0469	0.4681706	1.32882715728492	"GSE22873"	"myd88_liver"
"Limk2"	0.25316242	0.00915	0.3823374	2.03857890593355	"GSE22873"	"myd88_liver"
"Papd7"	0.25265973	0.0446	0.4642592	1.35066514128786	"GSE22873"	"myd88_liver"
"Blvrb"	0.25257389	0.0125	0.3935117	1.90308998699194	"GSE22873"	"myd88_liver"
"Gls"	0.25212948	0.0219	0.4134644	1.65955588515988	"GSE22873"	"myd88_liver"
"Nrbp1"	0.25096408	0.0132	0.3935117	1.87942606879415	"GSE22873"	"myd88_liver"
"D030051J21Rik///3830406C13Rik"	0.25070953	0.0266	0.4282591	1.57511836336893	"GSE22873"	"myd88_liver"
"Atf2"	0.24954923	0.0492	0.4726922	1.30803489723264	"GSE22873"	"myd88_liver"
"Serinc4///Ell3"	0.24882936	0.0435	0.4619066	1.36151074304536	"GSE22873"	"myd88_liver"
"Btbd10"	0.24882306	0.0374	0.4521923	1.42712839779952	"GSE22873"	"myd88_liver"
"Dagla"	0.24881877	0.0351	0.4450678	1.45469288353418	"GSE22873"	"myd88_liver"
"Lsm14a"	0.24869288	0.0376	0.4525081	1.42481215507234	"GSE22873"	"myd88_liver"
"Daglb"	0.24852966	0.0423	0.4579657	1.37365963262496	"GSE22873"	"myd88_liver"
"Ces1f"	0.24837242	0.0236	0.4177969	1.62708799702989	"GSE22873"	"myd88_liver"
"Ldlr"	0.24795556	0.048	0.4705474	1.31875876262441	"GSE22873"	"myd88_liver"
"Tmem263"	0.24787099	0.0194	0.4085378	1.71219827006977	"GSE22873"	"myd88_liver"
"Hes6"	0.24727958	0.0203	0.4108452	1.69250396208679	"GSE22873"	"myd88_liver"
"Dpp4"	0.24684561	0.0418	0.4579657	1.37882371822496	"GSE22873"	"myd88_liver"
"Xrcc1"	0.24609048	0.0488	0.472173	1.31158017799729	"GSE22873"	"myd88_liver"
"Pygl"	0.24580872	0.0289	0.4325283	1.53910215724345	"GSE22873"	"myd88_liver"
"Map3k3"	0.2457157	0.0153	0.4011866	1.8153085691824	"GSE22873"	"myd88_liver"
"Ugp2"	0.24497113	0.0124	0.3935117	1.90657831483776	"GSE22873"	"myd88_liver"
"Mpnd"	0.244761	0.0314	0.4387773	1.50307035192679	"GSE22873"	"myd88_liver"
"Cdh19"	0.24466302	0.00899	0.3823374	2.04624030826677	"GSE22873"	"myd88_liver"
"Gm30752"	0.24461446	0.0167	0.4029742	1.77728352885242	"GSE22873"	"myd88_liver"
"Gas7"	0.24319076	0.035	0.4450678	1.45593195564972	"GSE22873"	"myd88_liver"
"Slc25a1"	0.24313485	0.0434	0.4619066	1.36251027048749	"GSE22873"	"myd88_liver"
"D130062J21Rik"	0.24310883	0.0173	0.4045251	1.7619538968712	"GSE22873"	"myd88_liver"
"Tcea3"	0.24271132	0.0301	0.4353318	1.52143350440616	"GSE22873"	"myd88_liver"
"Matn3"	0.24265251	0.0445	0.4642592	1.35163998901907	"GSE22873"	"myd88_liver"
"Ankrd27"	0.24256699	0.0367	0.4494548	1.43533393574791	"GSE22873"	"myd88_liver"
"Cep162"	0.24189827	0.0328	0.441241	1.48412615628832	"GSE22873"	"myd88_liver"
"9530002O20Rik"	0.24188674	0.0255	0.4239239	1.59345981956604	"GSE22873"	"myd88_liver"
"Sema3a"	0.24174596	0.0261	0.4270343	1.58335949266172	"GSE22873"	"myd88_liver"
"Porcn"	0.24121786	0.0386	0.4535033	1.41341269532825	"GSE22873"	"myd88_liver"
"3300002A11Rik"	0.24014092	0.0193	0.40803	1.71444269099223	"GSE22873"	"myd88_liver"
"Cbx1"	0.23989837	0.0402	0.4573512	1.39577394691553	"GSE22873"	"myd88_liver"
"Cdk2ap2"	0.23981072	0.03	0.4349953	1.52287874528034	"GSE22873"	"myd88_liver"
"Eri2"	0.2390551	0.0353	0.4450678	1.45222529461218	"GSE22873"	"myd88_liver"
"Tll2"	0.23872749	0.0245	0.4198468	1.61083391563547	"GSE22873"	"myd88_liver"
"Ccdc181"	0.238638	0.0446	0.4642592	1.35066514128786	"GSE22873"	"myd88_liver"
"Lnx1"	0.23860782	0.0494	0.4729615	1.30627305107635	"GSE22873"	"myd88_liver"
"Tmem102"	0.23829209	0.034	0.4440735	1.46852108295774	"GSE22873"	"myd88_liver"
"Spsb1"	0.23824837	0.0451	0.4649545	1.34582345812204	"GSE22873"	"myd88_liver"
"A930007A09Rik"	0.23814377	0.0319	0.4401738	1.49620931694282	"GSE22873"	"myd88_liver"
"Dedd"	0.2380127	0.0409	0.4579657	1.38827669199266	"GSE22873"	"myd88_liver"
"AU023617"	0.23788632	0.0118	0.3935117	1.92811799269387	"GSE22873"	"myd88_liver"
"Fam50a"	0.23776727	0.0345	0.4440735	1.46218090492673	"GSE22873"	"myd88_liver"
"Tmem108"	0.23770447	0.0215	0.4134644	1.66756154008439	"GSE22873"	"myd88_liver"
"Ppp1r21"	0.23762205	0.0286	0.4325283	1.54363396687096	"GSE22873"	"myd88_liver"
"Ctsz"	0.23748556	0.0159	0.4011866	1.79860287567955	"GSE22873"	"myd88_liver"
"Ankhd1"	0.23742909	0.0407	0.4579657	1.39040559077478	"GSE22873"	"myd88_liver"
"Zfp68"	0.23728418	0.0449	0.4649545	1.34775365899668	"GSE22873"	"myd88_liver"
"LOC101055758///LOC100503923///Gm15433///LOC100041903///Gm2666///Gm7609///Csprs"	0.23715266	0.0425	0.4588027	1.37161106994969	"GSE22873"	"myd88_liver"
"Mrps5"	0.23615904	0.0289	0.4325283	1.53910215724345	"GSE22873"	"myd88_liver"
"Gpatch2"	0.23602695	0.029	0.4325283	1.53760200210104	"GSE22873"	"myd88_liver"
"Atp2a2"	0.23575595	0.0159	0.4011866	1.79860287567955	"GSE22873"	"myd88_liver"
"Gm11651"	0.23567689	0.0444	0.4639752	1.35261702988538	"GSE22873"	"myd88_liver"
"Shmt2"	0.23426167	0.0405	0.4578636	1.39254497678533	"GSE22873"	"myd88_liver"
"Itga4"	0.23295908	0.0392	0.454881	1.40671393297954	"GSE22873"	"myd88_liver"
"Ago4"	0.23288499	0.024	0.4182238	1.61978875828839	"GSE22873"	"myd88_liver"
"C030011I16Rik"	0.23270006	0.0139	0.3935117	1.85698519974591	"GSE22873"	"myd88_liver"
"Ears2"	0.2325265	0.0238	0.4182238	1.62342304294349	"GSE22873"	"myd88_liver"
"Abcc1"	0.23184371	0.0475	0.4698638	1.32330639037513	"GSE22873"	"myd88_liver"
"Hnrnpa2b1"	0.23158471	0.0365	0.4491511	1.43770713554353	"GSE22873"	"myd88_liver"
"Pbx4"	0.23117002	0.0265	0.4280303	1.57675412606319	"GSE22873"	"myd88_liver"
"Lhfpl2"	0.23105045	0.0321	0.4407242	1.49349496759513	"GSE22873"	"myd88_liver"
"Trim65"	0.23095202	0.0277	0.4322201	1.55752023093555	"GSE22873"	"myd88_liver"
"Ttll5"	0.2307772	0.0361	0.4489405	1.44249279809434	"GSE22873"	"myd88_liver"
"Sgms1"	0.23065917	0.0284	0.4325283	1.54668165995296	"GSE22873"	"myd88_liver"
"Hipk1"	0.23000924	0.0203	0.4108452	1.69250396208679	"GSE22873"	"myd88_liver"
"130004C03"	0.229891	0.0486	0.4714516	1.31336373073771	"GSE22873"	"myd88_liver"
"Slc16a11"	0.22977124	0.0269	0.4296115	1.57024771999759	"GSE22873"	"myd88_liver"
"Taf6"	0.22910393	0.0272	0.4303323	1.5654310959658	"GSE22873"	"myd88_liver"
"Extl2"	0.22866433	0.0313	0.4387773	1.50445566245355	"GSE22873"	"myd88_liver"
"Bod1l"	0.22780981	0.0231	0.4161509	1.63638802010786	"GSE22873"	"myd88_liver"
"Alg12"	0.22739826	0.0268	0.4296115	1.57186520597121	"GSE22873"	"myd88_liver"
"Stom"	0.22688595	0.0493	0.4729185	1.30715308072277	"GSE22873"	"myd88_liver"
"Mfsd4b1"	0.22679823	0.0208	0.4122818	1.68193666503724	"GSE22873"	"myd88_liver"
"Zfp521"	0.22590947	0.0421	0.4579657	1.37571790416433	"GSE22873"	"myd88_liver"
"Tbc1d19"	0.22583067	0.0167	0.4029742	1.77728352885242	"GSE22873"	"myd88_liver"
"Ehd2"	0.22546488	0.0353	0.4453032	1.45222529461218	"GSE22873"	"myd88_liver"
"Pola2"	0.22393778	0.0497	0.4740451	1.30364361126667	"GSE22873"	"myd88_liver"
"Naprt"	0.22342514	0.0245	0.4198468	1.61083391563547	"GSE22873"	"myd88_liver"
"Tmem219"	0.2228578	0.0133	0.3935117	1.87614835903291	"GSE22873"	"myd88_liver"
"Spag9"	0.22218911	0.0437	0.4620339	1.35951856302958	"GSE22873"	"myd88_liver"
