"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"241396_at"	"0.667"	"0.1644015"	"-1.447131"	"-4.7065"	"-0.6069178"	"NEDD4L"	"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
"227165_at"	"0.667"	"0.1644412"	"-1.4469875"	"-4.7066"	"-0.4134736"	"SKA3"	"spindle and kinetochore associated complex subunit 3"
"229973_at"	"0.667"	"0.1644491"	"-1.4469589"	"-4.7067"	"-0.9857528"	"ERICH3"	"glutamate rich 3"
"244485_at"	"0.667"	"0.1644509"	"1.4469526"	"-4.7067"	"0.3444841"	"HLA-DPB1"	"major histocompatibility complex, class II, DP beta 1"
"238407_at"	"0.667"	"0.1644542"	"-1.4469406"	"-4.7067"	"-0.8699623"	""	""
"226770_at"	"0.667"	"0.1644821"	"-1.4468398"	"-4.7068"	"-0.3490918"	"MAGI3"	"membrane associated guanylate kinase, WW and PDZ domain containing 3"
"236422_at"	"0.668"	"0.1646595"	"1.4461991"	"-4.7075"	"0.4618279"	""	""
"228893_at"	"0.668"	"0.1646722"	"-1.4461533"	"-4.7076"	"-0.7869789"	""	""
"235535_x_at"	"0.668"	"0.1646782"	"1.4461317"	"-4.7076"	"0.6417702"	"FRG1KP///LOC101930531///LOC101930278///FRG1CP///LOC100134091///FRG1BP///FRG1"	"FSHD region gene 1 family member K, pseudogene///uncharacterized LOC101930531///uncharacterized LOC101930278///FSHD region gene 1 family member C, pseudogene///protein FRG1B-like///FSHD region gene 1 family member B, pseudogene///FSHD region gene 1"
"229479_at"	"0.668"	"0.1647197"	"1.4459818"	"-4.7078"	"0.9479791"	""	""
"243496_at"	"0.668"	"0.1648336"	"-1.4455712"	"-4.7083"	"-0.5059551"	"RAB18"	"RAB18, member RAS oncogene family"
"232780_s_at"	"0.668"	"0.1648583"	"1.4454819"	"-4.7084"	"0.4205449"	"ZNF691"	"zinc finger protein 691"
"227924_at"	"0.668"	"0.1648623"	"-1.4454677"	"-4.7084"	"-0.526635"	"INO80D"	"INO80 complex subunit D"
"243610_at"	"0.668"	"0.1648826"	"-1.4453946"	"-4.7085"	"-0.7983456"	"C9orf135"	"chromosome 9 open reading frame 135"
"237519_at"	"0.668"	"0.1649979"	"-1.444979"	"-4.709"	"-0.9817452"	""	""
"229891_x_at"	"0.668"	"0.1650453"	"1.4448081"	"-4.7092"	"0.3085622"	"GPALPP1"	"GPALPP motifs containing 1"
"242099_at"	"0.668"	"0.1650814"	"-1.444678"	"-4.7093"	"-0.3408108"	""	""
"223175_s_at"	"0.668"	"0.1651294"	"-1.4445053"	"-4.7095"	"-0.32853"	"FEM1A"	"fem-1 homolog A"
"244096_at"	"0.668"	"0.1651388"	"-1.4444713"	"-4.7096"	"-0.8603483"	""	""
"AFFX-DapX-3_at"	"0.669"	"0.1652183"	"-1.4441851"	"-4.7099"	"-0.7443556"	""	""
"222962_s_at"	"0.669"	"0.1652485"	"-1.4440765"	"-4.71"	"-0.8707073"	"MCM10"	"minichromosome maintenance 10 replication initiation factor"
"237231_at"	"0.669"	"0.1652651"	"1.4440168"	"-4.7101"	"0.3850902"	""	""
"244376_at"	"0.669"	"0.1652969"	"1.4439023"	"-4.7102"	"0.7444494"	"METTL7A"	"methyltransferase like 7A"
"235904_at"	"0.669"	"0.165403"	"-1.4435207"	"-4.7107"	"-1.4617082"	"UGT3A1"	"UDP glycosyltransferase family 3 member A1"
"227932_at"	"0.669"	"0.1654344"	"-1.4434078"	"-4.7108"	"-0.4618528"	"ARIH2"	"ariadne RBR E3 ubiquitin protein ligase 2"
"222749_at"	"0.669"	"0.1654393"	"1.4433901"	"-4.7108"	"0.3797305"	"SUFU"	"SUFU negative regulator of hedgehog signaling"
"244224_x_at"	"0.669"	"0.165445"	"-1.4433699"	"-4.7109"	"-1.0292526"	"LYNX1"	"Ly6/neurotoxin 1"
"243604_at"	"0.669"	"0.1654665"	"-1.4432926"	"-4.7109"	"-0.4532828"	""	""
"225731_at"	"0.669"	"0.165472"	"1.4432728"	"-4.711"	"0.4915455"	"ANKRD50"	"ankyrin repeat domain 50"
"234476_at"	"0.669"	"0.1654805"	"1.4432421"	"-4.711"	"0.3909537"	"DNAH7"	"dynein axonemal heavy chain 7"
"232498_at"	"0.669"	"0.1654946"	"-1.4431916"	"-4.7111"	"-0.8437361"	"MROH1"	"maestro heat like repeat family member 1"
"200019_s_at"	"0.669"	"0.1655771"	"1.4428949"	"-4.7114"	"0.3619355"	"FAU"	"FAU, ubiquitin like and ribosomal protein S30 fusion"
"231130_at"	"0.669"	"0.1655959"	"1.4428273"	"-4.7115"	"0.8813157"	"FKBP7"	"FK506 binding protein 7"
"235365_at"	"0.669"	"0.1656004"	"-1.4428112"	"-4.7115"	"-0.4266616"	"DFNB59"	"deafness, autosomal recessive 59"
"234430_at"	"0.669"	"0.1656545"	"-1.4426171"	"-4.7117"	"-0.6691193"	"ANTXR1"	"anthrax toxin receptor 1"
"230968_at"	"0.669"	"0.1656727"	"1.4425517"	"-4.7118"	"0.9490524"	"HDAC9"	"histone deacetylase 9"
"227491_at"	"0.669"	"0.1657665"	"-1.4422149"	"-4.7122"	"-0.4585369"	"ELOVL6"	"ELOVL fatty acid elongase 6"
"238330_s_at"	"0.669"	"0.1657806"	"-1.4421642"	"-4.7123"	"-0.7242022"	""	""
"227885_at"	"0.669"	"0.1658039"	"1.4420805"	"-4.7124"	"0.6161022"	"FOXN3-AS1"	"FOXN3 antisense RNA 1"
"229473_at"	"0.669"	"0.165816"	"1.4420373"	"-4.7124"	"0.6029175"	"MAMDC4"	"MAM domain containing 4"
"238217_at"	"0.669"	"0.1658582"	"1.4418858"	"-4.7126"	"0.7203741"	""	""
"236653_at"	"0.669"	"0.1658796"	"-1.4418089"	"-4.7127"	"-0.5507623"	"LINC00662"	"long intergenic non-protein coding RNA 662"
"225751_at"	"0.669"	"0.165919"	"-1.4416677"	"-4.7128"	"-0.7374972"	"RBM17"	"RNA binding motif protein 17"
"225470_at"	"0.669"	"0.1659308"	"1.4416255"	"-4.7129"	"0.3526643"	"NUP35"	"nucleoporin 35"
"244447_at"	"0.669"	"0.1659534"	"1.4415443"	"-4.713"	"0.8679082"	""	""
"239736_at"	"0.669"	"0.1661249"	"1.4409295"	"-4.7137"	"0.8860126"	"LINC01214"	"long intergenic non-protein coding RNA 1214"
"231943_at"	"0.669"	"0.1661359"	"-1.4408901"	"-4.7138"	"-0.4261763"	"ZFP28"	"ZFP28 zinc finger protein"
"224454_at"	"0.669"	"0.1661914"	"1.4406914"	"-4.714"	"0.6717796"	"ETNK1"	"ethanolamine kinase 1"
"239653_at"	"0.669"	"0.1662378"	"-1.4405251"	"-4.7142"	"-0.7075985"	""	""
"223934_at"	"0.669"	"0.1662423"	"-1.4405089"	"-4.7142"	"-0.9703593"	"SP140L"	"SP140 nuclear body protein like"
"240236_at"	"0.669"	"0.1662604"	"-1.4404442"	"-4.7143"	"-1.0029015"	"STXBP5L"	"syntaxin binding protein 5 like"
"238864_at"	"0.669"	"0.1662825"	"-1.4403652"	"-4.7144"	"-0.657472"	"VWA3A"	"von Willebrand factor A domain containing 3A"
"229523_at"	"0.669"	"0.1664212"	"-1.4398686"	"-4.715"	"-0.342599"	"TMEM200C"	"transmembrane protein 200C"
"223455_at"	"0.669"	"0.166427"	"1.439848"	"-4.715"	"0.2769024"	"TCHP"	"trichoplein keratin filament binding"
"229901_at"	"0.669"	"0.1664604"	"-1.4397282"	"-4.7151"	"-0.5645644"	"ZNF488"	"zinc finger protein 488"
"244175_at"	"0.669"	"0.1664667"	"-1.439706"	"-4.7151"	"-0.7881288"	"LIN28B-AS1"	"LIN28B antisense RNA 1"
"233015_at"	"0.669"	"0.1664674"	"-1.4397033"	"-4.7151"	"-0.8731949"	"MBNL1"	"muscleblind like splicing regulator 1"
"240203_at"	"0.669"	"0.1664687"	"1.4396988"	"-4.7151"	"0.9176643"	""	""
"225074_at"	"0.669"	"0.1665066"	"1.4395633"	"-4.7153"	"0.3992215"	"RAB2B"	"RAB2B, member RAS oncogene family"
"243365_s_at"	"0.669"	"0.166589"	"-1.4392684"	"-4.7157"	"-0.7656429"	"AUTS2"	"autism susceptibility candidate 2"
"237131_at"	"0.669"	"0.1665962"	"-1.4392426"	"-4.7157"	"-0.5805376"	"RIIAD1"	"regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1"
"241304_at"	"0.669"	"0.1666116"	"1.4391877"	"-4.7157"	"0.8660759"	"PIK3C3"	"phosphatidylinositol 3-kinase catalytic subunit type 3"
"226305_at"	"0.669"	"0.1666325"	"-1.4391129"	"-4.7158"	"-0.4090986"	"LYNX1"	"Ly6/neurotoxin 1"
"237625_s_at"	"0.669"	"0.1666423"	"1.4390781"	"-4.7159"	"1.422661"	""	""
"228165_at"	"0.669"	"0.1666853"	"-1.4389242"	"-4.7161"	"-0.655777"	"PIANP"	"PILR alpha associated neural protein"
"200027_at"	"0.669"	"0.1667845"	"-1.43857"	"-4.7165"	"-0.3574111"	"NARS"	"asparaginyl-tRNA synthetase"
"224030_s_at"	"0.669"	"0.1667928"	"1.4385404"	"-4.7165"	"0.4712217"	"TCAF1"	"TRPM8 channel associated factor 1"
"241084_x_at"	"0.669"	"0.1668292"	"-1.4384104"	"-4.7167"	"-0.7899613"	"DYNC1H1"	"dynein cytoplasmic 1 heavy chain 1"
"244726_at"	"0.669"	"0.1668392"	"1.4383747"	"-4.7167"	"0.5337869"	""	""
"233285_at"	"0.669"	"0.1669226"	"-1.438077"	"-4.717"	"-0.6535508"	""	""
"244812_at"	"0.669"	"0.1669378"	"1.4380227"	"-4.7171"	"0.8349091"	""	""
"235570_at"	"0.669"	"0.1669395"	"1.4380164"	"-4.7171"	"0.4838072"	"RBMS3"	"RNA binding motif single stranded interacting protein 3"
"243664_at"	"0.669"	"0.1669676"	"1.4379163"	"-4.7172"	"0.346706"	"TXNL1"	"thioredoxin like 1"
"228006_at"	"0.669"	"0.1669868"	"1.4378479"	"-4.7173"	"0.3654286"	"PTEN"	"phosphatase and tensin homolog"
"235328_at"	"0.669"	"0.167003"	"1.4377898"	"-4.7174"	"0.6904353"	"PLXNC1"	"plexin C1"
"241521_at"	"0.669"	"0.1670034"	"-1.4377887"	"-4.7174"	"-0.7788672"	""	""
"229486_s_at"	"0.669"	"0.1670062"	"-1.4377787"	"-4.7174"	"-0.613805"	"TMEM132A"	"transmembrane protein 132A"
"232484_at"	"0.669"	"0.1670496"	"-1.4376237"	"-4.7176"	"-0.8366703"	""	""
"233197_at"	"0.669"	"0.1670748"	"1.4375338"	"-4.7177"	"0.4155793"	"KLHL9"	"kelch like family member 9"
"222387_s_at"	"0.669"	"0.1670824"	"1.4375069"	"-4.7177"	"0.3882864"	"VPS35"	"VPS35 retromer complex component"
"229369_at"	"0.669"	"0.1672257"	"-1.4369957"	"-4.7183"	"-0.5796099"	"VSIG2"	"V-set and immunoglobulin domain containing 2"
"237849_at"	"0.669"	"0.1672676"	"-1.4368464"	"-4.7185"	"-0.3739915"	""	""
"239847_at"	"0.669"	"0.1672697"	"-1.436839"	"-4.7185"	"-0.4594341"	""	""
"233618_at"	"0.669"	"0.1672809"	"1.4367993"	"-4.7185"	"0.4650144"	"LOC105376379"	"uncharacterized LOC105376379"
"234625_at"	"0.669"	"0.1673153"	"-1.4366766"	"-4.7187"	"-0.904611"	""	""
"235678_at"	"0.669"	"0.1674047"	"1.4363582"	"-4.719"	"0.3858278"	"GM2A"	"GM2 ganglioside activator"
"228818_at"	"0.669"	"0.1674242"	"-1.4362889"	"-4.7191"	"-0.7207872"	""	""
"234047_at"	"0.669"	"0.1674746"	"1.4361095"	"-4.7193"	"0.3747387"	""	""
"236356_at"	"0.669"	"0.1675531"	"-1.4358301"	"-4.7197"	"-0.4638348"	"NDUFS1"	"NADH:ubiquinone oxidoreductase core subunit S1"
"226255_at"	"0.669"	"0.1675556"	"1.4358212"	"-4.7197"	"0.3524559"	"ZBTB33"	"zinc finger and BTB domain containing 33"
"244161_at"	"0.669"	"0.1675752"	"-1.4357513"	"-4.7198"	"-0.7552297"	""	""
"231445_at"	"0.669"	"0.167594"	"-1.4356845"	"-4.7198"	"-0.6810911"	"PAX1"	"paired box 1"
"239768_x_at"	"0.669"	"0.1675956"	"1.4356786"	"-4.7198"	"1.1343254"	"GPATCH2"	"G-patch domain containing 2"
"226460_at"	"0.669"	"0.1676132"	"-1.4356161"	"-4.7199"	"-0.4580936"	"FNIP2"	"folliculin interacting protein 2"
"241077_at"	"0.669"	"0.1676833"	"-1.4353668"	"-4.7202"	"-0.8487049"	""	""
"227324_at"	"0.669"	"0.1676914"	"-1.435338"	"-4.7202"	"-0.4380067"	"COQ8B"	"coenzyme Q8B"
"222592_s_at"	"0.669"	"0.1677394"	"1.4351672"	"-4.7204"	"1.0673038"	"ACSL5"	"acyl-CoA synthetase long-chain family member 5"
"234372_at"	"0.669"	"0.1677564"	"1.4351068"	"-4.7205"	"0.595086"	""	""
"232621_at"	"0.669"	"0.167761"	"1.4350906"	"-4.7205"	"0.8091298"	"USP48"	"ubiquitin specific peptidase 48"
"225909_at"	"0.669"	"0.1678174"	"1.4348903"	"-4.7208"	"0.5524691"	"LOC728743///ZNF775"	"zinc finger protein pseudogene///zinc finger protein 775"
"240914_at"	"0.669"	"0.1678529"	"-1.4347641"	"-4.7209"	"-1.0833111"	""	""
"240067_at"	"0.669"	"0.1678618"	"-1.4347322"	"-4.7209"	"-0.5367999"	""	""
"233619_at"	"0.669"	"0.1678653"	"-1.4347199"	"-4.721"	"-0.5472228"	""	""
"243355_at"	"0.67"	"0.1679108"	"1.4345582"	"-4.7211"	"0.4500992"	"DARS-AS1"	"DARS antisense RNA 1"
"225292_at"	"0.67"	"0.168009"	"-1.4342096"	"-4.7216"	"-0.3554115"	"COL27A1"	"collagen type XXVII alpha 1 chain"
"240342_at"	"0.67"	"0.1680812"	"-1.4339532"	"-4.7218"	"-0.3657582"	"TRIM61"	"tripartite motif containing 61"
"244825_at"	"0.67"	"0.1681149"	"-1.4338335"	"-4.722"	"-0.5861001"	"SHROOM4"	"shroom family member 4"
"224521_s_at"	"0.67"	"0.1681336"	"1.4337672"	"-4.7221"	"0.4348884"	"CCDC77"	"coiled-coil domain containing 77"
"239892_at"	"0.67"	"0.1682916"	"1.433207"	"-4.7227"	"1.0343226"	""	""
"237252_at"	"0.67"	"0.1682957"	"1.4331924"	"-4.7227"	"0.7958551"	"THBD"	"thrombomodulin"
"229851_s_at"	"0.67"	"0.1683047"	"-1.4331603"	"-4.7228"	"-0.803537"	"C11orf54"	"chromosome 11 open reading frame 54"
"226506_at"	"0.67"	"0.1683694"	"-1.432931"	"-4.723"	"-0.5589874"	"THSD4"	"thrombospondin type 1 domain containing 4"
"236193_at"	"0.67"	"0.1685494"	"1.4322935"	"-4.7238"	"0.9958882"	"HIST1H2BC"	"histone cluster 1, H2bc"
"223374_s_at"	"0.67"	"0.1685506"	"1.4322892"	"-4.7238"	"0.2935011"	"B3GALNT1"	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
"234356_at"	"0.67"	"0.1685687"	"-1.4322251"	"-4.7239"	"-0.4912596"	"DKFZP434K028"	"uncharacterized LOC26070"
"244697_at"	"0.67"	"0.1685697"	"-1.4322214"	"-4.7239"	"-0.4949802"	""	""
"227460_at"	"0.67"	"0.1685857"	"-1.432165"	"-4.7239"	"-0.684562"	"FAM208A"	"family with sequence similarity 208 member A"
"244505_at"	"0.67"	"0.1686064"	"-1.4320915"	"-4.724"	"-0.9455361"	"LOC102724537"	"uncharacterized LOC102724537"
"233677_at"	"0.67"	"0.1686148"	"1.4320619"	"-4.7241"	"0.597453"	""	""
"239882_at"	"0.67"	"0.1686163"	"-1.4320566"	"-4.7241"	"-0.9493987"	"LOC101928304"	"uncharacterized LOC101928304"
"239160_at"	"0.671"	"0.168672"	"-1.4318594"	"-4.7243"	"-0.6526729"	""	""
"225692_at"	"0.671"	"0.1687313"	"-1.4316496"	"-4.7245"	"-0.3538635"	"CAMTA1"	"calmodulin binding transcription activator 1"
"239066_at"	"0.671"	"0.1687836"	"-1.4314643"	"-4.7247"	"-0.4103616"	""	""
"228786_at"	"0.671"	"0.1687887"	"1.4314465"	"-4.7248"	"0.5685625"	"SVIL-AS1///PTCHD3P1"	"SVIL antisense RNA 1///patched domain containing 3 pseudogene 1"
"235267_at"	"0.671"	"0.1687995"	"-1.4314083"	"-4.7248"	"-1.0034889"	"MAGI2-AS3"	"MAGI2 antisense RNA 3"
"229829_at"	"0.671"	"0.1689641"	"-1.4308264"	"-4.7255"	"-0.3781811"	"LINC00526"	"long intergenic non-protein coding RNA 526"
"240121_x_at"	"0.671"	"0.1689836"	"-1.4307574"	"-4.7256"	"-0.4064672"	""	""
"226525_at"	"0.671"	"0.1690477"	"1.4305308"	"-4.7258"	"0.880015"	"STK17B"	"serine/threonine kinase 17b"
"223178_s_at"	"0.671"	"0.1690616"	"-1.4304818"	"-4.7259"	"-0.3915275"	"NT5DC1"	"5'-nucleotidase domain containing 1"
"229247_at"	"0.671"	"0.1690628"	"1.4304776"	"-4.7259"	"0.6866311"	"FBLN7"	"fibulin 7"
"225102_at"	"0.671"	"0.1691705"	"1.4300973"	"-4.7263"	"0.4396328"	"MGLL"	"monoglyceride lipase"
"224394_at"	"0.671"	"0.1691712"	"1.4300949"	"-4.7263"	"0.7454406"	"RNF7"	"ring finger protein 7"
"229603_at"	"0.671"	"0.1691938"	"-1.430015"	"-4.7264"	"-0.4903739"	"BBS12"	"Bardet-Biedl syndrome 12"
"226682_at"	"0.671"	"0.1692186"	"1.4299273"	"-4.7265"	"0.4634791"	"RORA"	"RAR related orphan receptor A"
"225265_at"	"0.671"	"0.1692524"	"1.4298082"	"-4.7267"	"0.3865693"	"RBMS1"	"RNA binding motif single stranded interacting protein 1"
"243252_at"	"0.671"	"0.1692678"	"1.4297538"	"-4.7267"	"0.3796348"	""	""
"240767_x_at"	"0.671"	"0.1693325"	"-1.4295257"	"-4.727"	"-0.740697"	"VPS13A-AS1"	"VPS13A antisense RNA 1"
"235298_at"	"0.671"	"0.1694097"	"-1.4292532"	"-4.7273"	"-0.2990382"	"WDR27"	"WD repeat domain 27"
"200005_at"	"0.671"	"0.1694364"	"1.4291592"	"-4.7274"	"0.2942114"	"EIF3D"	"eukaryotic translation initiation factor 3 subunit D"
"223860_at"	"0.671"	"0.1694605"	"-1.429074"	"-4.7275"	"-0.5741875"	""	""
"240911_at"	"0.671"	"0.169517"	"-1.4288748"	"-4.7278"	"-0.4492358"	"NOS1"	"nitric oxide synthase 1"
"231323_at"	"0.671"	"0.1695773"	"-1.4286622"	"-4.728"	"-0.5359371"	"PSMB2"	"proteasome subunit beta 2"
"241660_at"	"0.671"	"0.169579"	"1.4286563"	"-4.728"	"0.5707761"	""	""
"222940_at"	"0.671"	"0.1696641"	"-1.4283567"	"-4.7284"	"-0.8204432"	"SULT1E1"	"sulfotransferase family 1E member 1"
"223505_s_at"	"0.671"	"0.1697132"	"-1.4281838"	"-4.7286"	"-0.9284669"	"DNAJC27"	"DnaJ heat shock protein family (Hsp40) member C27"
"238030_at"	"0.671"	"0.1697243"	"-1.4281447"	"-4.7286"	"-0.3493301"	"ZNF268"	"zinc finger protein 268"
"235064_s_at"	"0.671"	"0.1697561"	"1.4280327"	"-4.7287"	"0.6399479"	"C20orf196"	"chromosome 20 open reading frame 196"
"228912_at"	"0.671"	"0.1697591"	"-1.4280219"	"-4.7287"	"-0.859481"	"VIL1"	"villin 1"
"200013_at"	"0.671"	"0.1697775"	"1.4279573"	"-4.7288"	"0.330504"	"RPL24"	"ribosomal protein L24"
"224294_at"	"0.671"	"0.1697837"	"-1.4279353"	"-4.7288"	"-0.7794193"	"LOC100128185"	"PNAS-19"
"226034_at"	"0.671"	"0.1698278"	"1.4277803"	"-4.729"	"0.8694978"	"DUSP4"	"dual specificity phosphatase 4"
"240073_at"	"0.671"	"0.1699201"	"1.4274554"	"-4.7294"	"0.7231013"	""	""
"233744_at"	"0.671"	"0.1699257"	"-1.4274356"	"-4.7294"	"-1.0828562"	""	""
"244652_at"	"0.671"	"0.1699842"	"1.42723"	"-4.7297"	"0.5318829"	"CD101"	"CD101 molecule"
"243224_at"	"0.671"	"0.1699844"	"-1.4272293"	"-4.7297"	"-0.7913072"	"LOC100506302"	"uncharacterized LOC100506302"
"223115_at"	"0.671"	"0.1700636"	"1.4269507"	"-4.73"	"0.4030989"	"MED17"	"mediator complex subunit 17"
"244649_at"	"0.671"	"0.1700884"	"-1.4268635"	"-4.7301"	"-0.6179412"	"LOC646484"	"uncharacterized LOC646484"
"227624_at"	"0.671"	"0.1700966"	"1.4268349"	"-4.7301"	"0.461164"	"TET2"	"tet methylcytosine dioxygenase 2"
"233569_at"	"0.671"	"0.1701081"	"-1.4267942"	"-4.7302"	"-0.661686"	"COPG2"	"coatomer protein complex subunit gamma 2"
"225954_s_at"	"0.671"	"0.1701099"	"1.4267879"	"-4.7302"	"0.4772103"	"MIDN"	"midnolin"
"234287_at"	"0.671"	"0.1701143"	"-1.4267726"	"-4.7302"	"-0.6493633"	""	""
"240331_at"	"0.671"	"0.1701237"	"-1.4267396"	"-4.7302"	"-0.9590172"	""	""
"236587_at"	"0.671"	"0.1701247"	"-1.426736"	"-4.7302"	"-0.53514"	"LRRC6"	"leucine rich repeat containing 6"
"227408_s_at"	"0.671"	"0.1701304"	"1.4267159"	"-4.7303"	"0.399205"	"SNX25"	"sorting nexin 25"
"231971_at"	"0.671"	"0.1702022"	"1.4264636"	"-4.7306"	"0.8515279"	"FANCM"	"Fanconi anemia complementation group M"
"236949_at"	"0.671"	"0.1702213"	"-1.4263967"	"-4.7306"	"-0.6372391"	""	""
"226899_at"	"0.671"	"0.1702395"	"1.4263327"	"-4.7307"	"0.3921794"	"UNC5B"	"unc-5 netrin receptor B"
"228714_at"	"0.671"	"0.1702596"	"1.4262619"	"-4.7308"	"0.6422672"	"LOC101927027"	"uncharacterized LOC101927027"
"228557_at"	"0.671"	"0.1702778"	"-1.4261981"	"-4.7309"	"-0.5421877"	"L3MBTL4"	"l(3)mbt-like 4 (Drosophila)"
"229131_at"	"0.671"	"0.1702814"	"1.4261853"	"-4.7309"	"0.3609235"	"EXD2"	"exonuclease 3'-5' domain containing 2"
"238480_at"	"0.671"	"0.1702824"	"1.4261821"	"-4.7309"	"1.0798888"	"TTC39C"	"tetratricopeptide repeat domain 39C"
"236526_x_at"	"0.671"	"0.1703649"	"-1.4258923"	"-4.7312"	"-0.5507938"	"TRAPPC13"	"trafficking protein particle complex 13"
"224702_at"	"0.671"	"0.170368"	"1.4258812"	"-4.7312"	"0.2972714"	"TMEM167A"	"transmembrane protein 167A"
"233695_s_at"	"0.671"	"0.1704036"	"-1.4257565"	"-4.7314"	"-0.7488355"	"CECR2"	"CECR2, histone acetyl-lysine reader"
"230502_s_at"	"0.671"	"0.1704279"	"-1.4256711"	"-4.7315"	"-0.3910242"	""	""
"233004_x_at"	"0.671"	"0.170456"	"-1.4255725"	"-4.7316"	"-0.9693009"	""	""
"242231_at"	"0.671"	"0.1705515"	"1.4252375"	"-4.732"	"0.3886049"	""	""
"244162_at"	"0.671"	"0.1705796"	"-1.4251391"	"-4.7321"	"-0.8464654"	""	""
"229538_s_at"	"0.671"	"0.1706163"	"1.4250102"	"-4.7322"	"0.4726915"	"IQGAP3"	"IQ motif containing GTPase activating protein 3"
"235967_at"	"0.671"	"0.1706517"	"1.4248861"	"-4.7324"	"0.4897287"	""	""
"223781_x_at"	"0.671"	"0.1706563"	"-1.4248702"	"-4.7324"	"-0.4195707"	"ADH4"	"alcohol dehydrogenase 4 (class II), pi polypeptide"
"225121_at"	"0.671"	"0.1706659"	"1.4248364"	"-4.7324"	"0.410395"	"TBC1D23"	"TBC1 domain family member 23"
"239200_at"	"0.672"	"0.1708098"	"1.4243321"	"-4.733"	"1.120928"	""	""
"228254_at"	"0.672"	"0.1708138"	"-1.424318"	"-4.733"	"-0.5356754"	"STAM2"	"signal transducing adaptor molecule 2"
"233415_at"	"0.672"	"0.170814"	"1.4243175"	"-4.733"	"0.7338135"	""	""
"231926_at"	"0.672"	"0.1709321"	"-1.4239039"	"-4.7335"	"-0.4945088"	"EPS15L1"	"epidermal growth factor receptor pathway substrate 15 like 1"
"229399_at"	"0.672"	"0.1709644"	"-1.4237909"	"-4.7337"	"-0.7628137"	"CCDC186"	"coiled-coil domain containing 186"
"227869_at"	"0.672"	"0.1709674"	"-1.4237801"	"-4.7337"	"-0.2649229"	"FAM104B"	"family with sequence similarity 104 member B"
"225854_x_at"	"0.672"	"0.1711538"	"-1.4231279"	"-4.7344"	"-0.5471691"	"IRF2BP2"	"interferon regulatory factor 2 binding protein 2"
"227844_at"	"0.672"	"0.1711754"	"1.4230526"	"-4.7345"	"0.6859591"	"FMNL3"	"formin like 3"
"234942_s_at"	"0.672"	"0.1711868"	"1.4230127"	"-4.7346"	"0.5377844"	"DNTTIP1"	"deoxynucleotidyltransferase terminal interacting protein 1"
"241617_x_at"	"0.672"	"0.1712187"	"-1.4229009"	"-4.7347"	"-0.4868703"	""	""
"227206_at"	"0.672"	"0.1712276"	"-1.42287"	"-4.7347"	"-0.8282655"	"NDUFA10"	"NADH:ubiquinone oxidoreductase subunit A10"
"233278_at"	"0.672"	"0.1712347"	"1.422845"	"-4.7347"	"0.4533969"	""	""
"229719_s_at"	"0.672"	"0.1712387"	"1.422831"	"-4.7348"	"0.6246308"	"DERL3"	"derlin 3"
"232919_at"	"0.672"	"0.1712653"	"-1.4227382"	"-4.7349"	"-0.6618347"	"AFG3L2"	"AFG3 like matrix AAA peptidase subunit 2"
"228856_at"	"0.672"	"0.1713464"	"1.4224548"	"-4.7352"	"0.3374471"	"ZNF747"	"zinc finger protein 747"
"232809_s_at"	"0.672"	"0.1714763"	"-1.4220011"	"-4.7357"	"-0.3046675"	"FLT1"	"fms related tyrosine kinase 1"
"238239_at"	"0.672"	"0.1715008"	"-1.4219152"	"-4.7358"	"-0.4372223"	"WDR27"	"WD repeat domain 27"
"241427_x_at"	"0.672"	"0.1715038"	"-1.421905"	"-4.7358"	"-0.6544435"	""	""
"228469_at"	"0.672"	"0.1715378"	"-1.4217864"	"-4.736"	"-0.5946927"	"PPID"	"peptidylprolyl isomerase D"
"224010_at"	"0.672"	"0.1715382"	"-1.4217849"	"-4.736"	"-0.5188967"	"ANAPC11"	"anaphase promoting complex subunit 11"
"225225_at"	"0.672"	"0.1716166"	"1.4215112"	"-4.7363"	"0.2985819"	"OIP5-AS1"	"OIP5 antisense RNA 1"
"241961_at"	"0.672"	"0.1716195"	"-1.421501"	"-4.7363"	"-1.4149967"	"TECRL"	"trans-2,3-enoyl-CoA reductase-like"
"225384_at"	"0.672"	"0.1716408"	"1.4214268"	"-4.7364"	"0.3575068"	"DOCK7"	"dedicator of cytokinesis 7"
"238053_at"	"0.673"	"0.1717967"	"-1.4208828"	"-4.737"	"-0.4353209"	"DHRSX"	"dehydrogenase/reductase X-linked"
"244252_at"	"0.673"	"0.1718013"	"-1.4208669"	"-4.737"	"-0.5668218"	"LOC399884"	"uncharacterized LOC399884"
"243004_at"	"0.673"	"0.171849"	"-1.4207006"	"-4.7372"	"-0.5212788"	""	""
"231697_s_at"	"0.673"	"0.1718644"	"1.420647"	"-4.7373"	"0.5352023"	"MIR21///VMP1"	"microRNA 21///vacuole membrane protein 1"
"241119_at"	"0.673"	"0.1719065"	"-1.4205001"	"-4.7375"	"-0.7158883"	""	""
"243023_at"	"0.673"	"0.1719105"	"1.4204863"	"-4.7375"	"0.6881084"	""	""
