"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"204731_at"	"2.46e-05"	"1.33e-06"	"-5.60"	"4.978851"	"-1.46"	"TGFBR3"	"transforming growth factor beta receptor 3"
"217923_at"	"2.47e-05"	"1.34e-06"	"-5.60"	"4.976441"	"-6.37e-01"	"PEF1"	"penta-EF-hand domain containing 1"
"221824_s_at"	"2.48e-05"	"1.34e-06"	"-5.60"	"4.971555"	"-5.65e-01"	"MARCH8"	"membrane associated ring-CH-type finger 8"
"208070_s_at"	"2.48e-05"	"1.35e-06"	"-5.60"	"4.969032"	"-6.94e-01"	"REV3L"	"REV3 like, DNA directed polymerase zeta catalytic subunit"
"200599_s_at"	"2.50e-05"	"1.35e-06"	"-5.60"	"4.962906"	"-7.95e-01"	"MIR3652///HSP90B1"	"microRNA 3652///heat shock protein 90 beta family member 1"
"203859_s_at"	"2.51e-05"	"1.36e-06"	"5.60"	"4.958249"	"1.16"	"PALM"	"paralemmin"
"201008_s_at"	"2.51e-05"	"1.36e-06"	"-5.60"	"4.958067"	"-1.83"	"TXNIP"	"thioredoxin interacting protein"
"210511_s_at"	"2.53e-05"	"1.38e-06"	"5.59"	"4.947229"	"2.09"	"INHBA"	"inhibin beta A subunit"
"205934_at"	"2.53e-05"	"1.38e-06"	"-5.59"	"4.946068"	"-8.67e-01"	"PLCL1"	"phospholipase C like 1"
"218632_at"	"2.54e-05"	"1.38e-06"	"5.59"	"4.942517"	"7.25e-01"	"HECTD3"	"HECT domain E3 ubiquitin protein ligase 3"
"219698_s_at"	"2.57e-05"	"1.40e-06"	"-5.59"	"4.931326"	"-6.67e-01"	"METTL4"	"methyltransferase like 4"
"218116_at"	"2.58e-05"	"1.41e-06"	"-5.59"	"4.924673"	"-6.01e-01"	"C9orf78"	"chromosome 9 open reading frame 78"
"220161_s_at"	"2.58e-05"	"1.41e-06"	"-5.59"	"4.923057"	"-1.41"	"EPB41L4B"	"erythrocyte membrane protein band 4.1 like 4B"
"219368_at"	"2.59e-05"	"1.42e-06"	"-5.58"	"4.91998"	"-1.55"	"NAP1L2"	"nucleosome assembly protein 1 like 2"
"205006_s_at"	"2.64e-05"	"1.44e-06"	"-5.58"	"4.900419"	"-7.00e-01"	"NMT2"	"N-myristoyltransferase 2"
"212880_at"	"2.66e-05"	"1.46e-06"	"-5.58"	"4.891709"	"-6.45e-01"	"WDR7"	"WD repeat domain 7"
"205070_at"	"2.71e-05"	"1.49e-06"	"-5.57"	"4.87144"	"-8.80e-01"	"ING3"	"inhibitor of growth family member 3"
"218358_at"	"2.71e-05"	"1.49e-06"	"-5.57"	"4.871157"	"-1.24"	"CRELD2"	"cysteine rich with EGF like domains 2"
"205325_at"	"2.71e-05"	"1.49e-06"	"5.57"	"4.871141"	"7.76e-01"	"PHYHIP"	"phytanoyl-CoA 2-hydroxylase interacting protein"
"209243_s_at"	"2.71e-05"	"1.49e-06"	"-5.57"	"4.869837"	"-1.20"	"PEG3"	"paternally expressed 3"
"204167_at"	"2.72e-05"	"1.50e-06"	"-5.57"	"4.865901"	"-4.26e-01"	"BTD"	"biotinidase"
"218909_at"	"2.72e-05"	"1.50e-06"	"-5.57"	"4.8654"	"-8.95e-01"	"RPS6KC1"	"ribosomal protein S6 kinase C1"
"218681_s_at"	"2.72e-05"	"1.50e-06"	"-5.57"	"4.86435"	"-1.56"	"SDF2L1"	"stromal cell derived factor 2 like 1"
"219157_at"	"2.73e-05"	"1.51e-06"	"5.57"	"4.859712"	"8.76e-01"	"KLHL2"	"kelch like family member 2"
"216840_s_at"	"2.73e-05"	"1.51e-06"	"-5.57"	"4.858734"	"-1.33"	"LAMA2"	"laminin subunit alpha 2"
"217047_s_at"	"2.77e-05"	"1.53e-06"	"-5.56"	"4.843959"	"-1.48"	"FAM13A"	"family with sequence similarity 13 member A"
"204755_x_at"	"2.77e-05"	"1.53e-06"	"-5.56"	"4.842566"	"-2.26"	"HLF"	"HLF, PAR bZIP transcription factor"
"203208_s_at"	"2.79e-05"	"1.54e-06"	"-5.56"	"4.836738"	"-5.41e-01"	"MTFR1"	"mitochondrial fission regulator 1"
"203110_at"	"2.79e-05"	"1.54e-06"	"5.56"	"4.836069"	"1.15"	"PTK2B"	"protein tyrosine kinase 2 beta"
"217971_at"	"2.81e-05"	"1.56e-06"	"-5.56"	"4.827251"	"-7.17e-01"	"LAMTOR3"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"202114_at"	"2.82e-05"	"1.56e-06"	"-5.55"	"4.82345"	"-3.27e-01"	"SNX2"	"sorting nexin 2"
"206222_at"	"2.84e-05"	"1.58e-06"	"5.55"	"4.814799"	"1.23"	"TNFRSF10C"	"TNF receptor superfamily member 10c"
"204028_s_at"	"2.85e-05"	"1.58e-06"	"-5.55"	"4.811751"	"-7.08e-01"	"RABGAP1"	"RAB GTPase activating protein 1"
"219620_x_at"	"2.86e-05"	"1.59e-06"	"5.55"	"4.805704"	"7.09e-01"	"TOR4A"	"torsin family 4 member A"
"204434_at"	"2.90e-05"	"1.61e-06"	"-5.55"	"4.79385"	"-5.94e-01"	"SPATA2"	"spermatogenesis associated 2"
"204008_at"	"2.94e-05"	"1.63e-06"	"-5.54"	"4.779099"	"-9.03e-01"	"DNAL4"	"dynein axonemal light chain 4"
"221552_at"	"2.94e-05"	"1.64e-06"	"-5.54"	"4.777338"	"-8.28e-01"	"ABHD6"	"abhydrolase domain containing 6"
"201189_s_at"	"2.95e-05"	"1.65e-06"	"5.54"	"4.771763"	"1.05"	"ITPR3"	"inositol 1,4,5-trisphosphate receptor type 3"
"213608_s_at"	"2.95e-05"	"1.65e-06"	"-5.54"	"4.771547"	"-8.32e-01"	"SRRD"	"SRR1 domain containing"
"201021_s_at"	"2.96e-05"	"1.65e-06"	"-5.54"	"4.767778"	"-7.12e-01"	"DSTN"	"destrin, actin depolymerizing factor"
"219949_at"	"2.98e-05"	"1.67e-06"	"-5.54"	"4.760123"	"-1.46"	"LRRC2"	"leucine rich repeat containing 2"
"204739_at"	"2.99e-05"	"1.67e-06"	"-5.53"	"4.757466"	"-6.52e-01"	"CENPC"	"centromere protein C"
"209538_at"	"2.99e-05"	"1.68e-06"	"-5.53"	"4.754956"	"-8.51e-01"	"ZNF32"	"zinc finger protein 32"
"212814_at"	"3.02e-05"	"1.69e-06"	"-5.53"	"4.746064"	"-8.07e-01"	"AHCYL2"	"adenosylhomocysteinase like 2"
"210372_s_at"	"3.02e-05"	"1.69e-06"	"5.53"	"4.745613"	"1.57"	"TPD52L1"	"tumor protein D52-like 1"
"215464_s_at"	"3.02e-05"	"1.69e-06"	"5.53"	"4.74532"	"1.14"	"P2RX5-TAX1BP3///TAX1BP3///P2RX5"	"P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3///purinergic receptor P2X 5"
"204955_at"	"3.02e-05"	"1.69e-06"	"-5.53"	"4.74422"	"-2.16"	"SRPX"	"sushi repeat containing protein, X-linked"
"203494_s_at"	"3.04e-05"	"1.71e-06"	"-5.53"	"4.737445"	"-6.06e-01"	"CEP57"	"centrosomal protein 57"
"220367_s_at"	"3.05e-05"	"1.72e-06"	"-5.53"	"4.730709"	"-5.25e-01"	"SAP130"	"Sin3A associated protein 130"
"218017_s_at"	"3.06e-05"	"1.72e-06"	"5.53"	"4.726521"	"7.62e-01"	"HGSNAT"	"heparan-alpha-glucosaminide N-acetyltransferase"
"212792_at"	"3.10e-05"	"1.75e-06"	"5.52"	"4.713764"	"9.26e-01"	"DPY19L1"	"dpy-19 like 1"
"208405_s_at"	"3.13e-05"	"1.76e-06"	"-5.52"	"4.704333"	"-5.57e-01"	"CD164"	"CD164 molecule"
"206069_s_at"	"3.16e-05"	"1.78e-06"	"-5.52"	"4.693277"	"-1.38"	"ACADL"	"acyl-CoA dehydrogenase, long chain"
"219619_at"	"3.16e-05"	"1.79e-06"	"-5.51"	"4.692214"	"-8.60e-01"	"DIRAS2"	"DIRAS family GTPase 2"
"208956_x_at"	"3.18e-05"	"1.79e-06"	"-5.51"	"4.687944"	"-5.98e-01"	"DUT"	"deoxyuridine triphosphatase"
"206342_x_at"	"3.18e-05"	"1.80e-06"	"5.51"	"4.686503"	"5.66e-01"	"IDS"	"iduronate 2-sulfatase"
"219476_at"	"3.18e-05"	"1.80e-06"	"5.51"	"4.68502"	"2.30"	"C1orf116"	"chromosome 1 open reading frame 116"
"221599_at"	"3.19e-05"	"1.81e-06"	"-5.51"	"4.680472"	"-7.19e-01"	"AAMDC"	"adipogenesis associated Mth938 domain containing"
"204900_x_at"	"3.21e-05"	"1.82e-06"	"-5.51"	"4.674699"	"-1.09"	"SAP30"	"Sin3A associated protein 30"
"200648_s_at"	"3.21e-05"	"1.82e-06"	"-5.51"	"4.67329"	"-1.48"	"GLUL"	"glutamate-ammonia ligase"
"221015_s_at"	"3.23e-05"	"1.83e-06"	"-5.51"	"4.666494"	"-6.19e-01"	"CDADC1"	"cytidine and dCMP deaminase domain containing 1"
"209323_at"	"3.30e-05"	"1.87e-06"	"-5.50"	"4.64586"	"-6.80e-01"	"THAP12"	"THAP domain containing 12"
"209726_at"	"3.30e-05"	"1.88e-06"	"5.50"	"4.644695"	"1.13"	"CA11"	"carbonic anhydrase 11"
"219525_at"	"3.30e-05"	"1.88e-06"	"5.50"	"4.64338"	"1.84"	"SLC47A1"	"solute carrier family 47 member 1"
"202013_s_at"	"3.34e-05"	"1.90e-06"	"-5.50"	"4.631159"	"-6.21e-01"	"EXT2"	"exostosin glycosyltransferase 2"
"218449_at"	"3.34e-05"	"1.90e-06"	"-5.50"	"4.630715"	"-6.23e-01"	"UFSP2"	"UFM1 specific peptidase 2"
"208972_s_at"	"3.37e-05"	"1.92e-06"	"-5.49"	"4.619795"	"-8.02e-01"	"ATP5G1"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)"
"212987_at"	"3.37e-05"	"1.92e-06"	"-5.49"	"4.619168"	"-5.90e-01"	"FBXO9"	"F-box protein 9"
"206324_s_at"	"3.38e-05"	"1.93e-06"	"5.49"	"4.615707"	"1.80"	"DAPK2"	"death associated protein kinase 2"
"209112_at"	"3.38e-05"	"1.93e-06"	"-5.49"	"4.614902"	"-6.00e-01"	"CDKN1B"	"cyclin dependent kinase inhibitor 1B"
"202369_s_at"	"3.39e-05"	"1.94e-06"	"-5.49"	"4.610123"	"-1.57"	"TRAM2"	"translocation associated membrane protein 2"
"208447_s_at"	"3.42e-05"	"1.96e-06"	"-5.49"	"4.601788"	"-1.63"	"PRPS1"	"phosphoribosyl pyrophosphate synthetase 1"
"209543_s_at"	"3.43e-05"	"1.97e-06"	"-5.49"	"4.597454"	"-9.53e-01"	"CD34"	"CD34 molecule"
"217707_x_at"	"3.50e-05"	"2.01e-06"	"-5.48"	"4.577346"	"-7.00e-01"	"SMARCA2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"202998_s_at"	"3.53e-05"	"2.02e-06"	"5.48"	"4.570168"	"1.58"	"LOXL2"	"lysyl oxidase like 2"
"205116_at"	"3.55e-05"	"2.04e-06"	"-5.48"	"4.563758"	"-9.68e-01"	"LAMA2"	"laminin subunit alpha 2"
"209033_s_at"	"3.57e-05"	"2.05e-06"	"-5.47"	"4.556029"	"-5.47e-01"	"DYRK1A"	"dual specificity tyrosine phosphorylation regulated kinase 1A"
"203306_s_at"	"3.57e-05"	"2.06e-06"	"-5.47"	"4.55435"	"-6.48e-01"	"SLC35A1"	"solute carrier family 35 member A1"
"207157_s_at"	"3.61e-05"	"2.08e-06"	"5.47"	"4.543857"	"3.31e-01"	"GNG5"	"G protein subunit gamma 5"
"202279_at"	"3.61e-05"	"2.08e-06"	"-5.47"	"4.543693"	"-6.01e-01"	"C14orf2"	"chromosome 14 open reading frame 2"
"210137_s_at"	"3.61e-05"	"2.08e-06"	"-5.47"	"4.542991"	"-7.31e-01"	"DCTD"	"dCMP deaminase"
"209644_x_at"	"3.62e-05"	"2.09e-06"	"5.47"	"4.537983"	"1.20"	"CDKN2A"	"cyclin dependent kinase inhibitor 2A"
"208951_at"	"3.62e-05"	"2.09e-06"	"-5.47"	"4.537237"	"-1.18"	"ALDH7A1"	"aldehyde dehydrogenase 7 family member A1"
"200884_at"	"3.66e-05"	"2.12e-06"	"-5.46"	"4.526364"	"-1.57"	"CKB"	"creatine kinase B"
"204359_at"	"3.66e-05"	"2.12e-06"	"-5.46"	"4.525419"	"-2.11"	"LOC100506718///FLRT2"	"uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2"
"208016_s_at"	"3.68e-05"	"2.13e-06"	"-5.46"	"4.520239"	"-8.91e-01"	"AGTR1"	"angiotensin II receptor type 1"
"209256_s_at"	"3.68e-05"	"2.13e-06"	"-5.46"	"4.518478"	"-9.10e-01"	"KLHDC10"	"kelch domain containing 10"
"202097_at"	"3.69e-05"	"2.14e-06"	"-5.46"	"4.514929"	"-6.10e-01"	"NUP153"	"nucleoporin 153"
"220992_s_at"	"3.69e-05"	"2.14e-06"	"-5.46"	"4.514791"	"-6.52e-01"	"TRMT1L"	"tRNA methyltransferase 1 like"
"54632_at"	"3.71e-05"	"2.15e-06"	"-5.46"	"4.510031"	"-8.26e-01"	"THADA"	"THADA, armadillo repeat containing"
"211623_s_at"	"3.71e-05"	"2.16e-06"	"-5.46"	"4.508452"	"-5.18e-01"	"FBL"	"fibrillarin"
"200818_at"	"3.71e-05"	"2.16e-06"	"-5.46"	"4.507457"	"-5.75e-01"	"ATP5O"	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"207643_s_at"	"3.73e-05"	"2.17e-06"	"5.46"	"4.502087"	"8.09e-01"	"TNFRSF1A"	"TNF receptor superfamily member 1A"
"205352_at"	"3.76e-05"	"2.19e-06"	"-5.45"	"4.491813"	"-8.91e-01"	"SERPINI1"	"serpin family I member 1"
"213451_x_at"	"3.80e-05"	"2.22e-06"	"-5.45"	"4.480691"	"-1.59"	"TNXB///TNXA"	"tenascin XB///tenascin XA (pseudogene)"
"201017_at"	"3.81e-05"	"2.22e-06"	"-5.45"	"4.479409"	"-7.38e-01"	"EIF1AX"	"eukaryotic translation initiation factor 1A, X-linked"
"41220_at"	"3.81e-05"	"2.23e-06"	"5.45"	"4.476736"	"5.40e-01"	"SEPT9"	"septin 9"
"204753_s_at"	"3.82e-05"	"2.23e-06"	"-5.45"	"4.47354"	"-2.22"	"HLF"	"HLF, PAR bZIP transcription factor"
"210335_at"	"3.85e-05"	"2.25e-06"	"-5.45"	"4.465432"	"-4.82e-01"	"RASSF9"	"Ras association domain family member 9"
"209751_s_at"	"3.85e-05"	"2.25e-06"	"-5.45"	"4.464286"	"-6.23e-01"	"TRAPPC2B///TRAPPC2"	"trafficking protein particle complex 2B///trafficking protein particle complex 2"
"209454_s_at"	"3.86e-05"	"2.26e-06"	"5.44"	"4.462073"	"7.08e-01"	"TEAD3"	"TEA domain transcription factor 3"
"209020_at"	"3.86e-05"	"2.26e-06"	"-5.44"	"4.461268"	"-5.83e-01"	"OSER1"	"oxidative stress responsive serine rich 1"
"206790_s_at"	"3.89e-05"	"2.28e-06"	"-5.44"	"4.451763"	"-5.83e-01"	"NDUFB1"	"NADH:ubiquinone oxidoreductase subunit B1"
"219819_s_at"	"3.91e-05"	"2.29e-06"	"-5.44"	"4.448109"	"-8.52e-01"	"MRPS28"	"mitochondrial ribosomal protein S28"
"205219_s_at"	"3.93e-05"	"2.31e-06"	"-5.44"	"4.442272"	"-9.02e-01"	"GALK2"	"galactokinase 2"
"221727_at"	"3.93e-05"	"2.31e-06"	"-5.44"	"4.441345"	"-7.82e-01"	"SUB1"	"SUB1 homolog, transcriptional regulator"
"222275_at"	"3.94e-05"	"2.32e-06"	"-5.44"	"4.437187"	"-6.74e-01"	"MRPS30"	"mitochondrial ribosomal protein S30"
"218311_at"	"3.94e-05"	"2.32e-06"	"-5.44"	"4.436867"	"-7.91e-01"	"MAP4K3"	"mitogen-activated protein kinase kinase kinase kinase 3"
"219310_at"	"3.94e-05"	"2.32e-06"	"-5.44"	"4.436625"	"-7.67e-01"	"SYNDIG1"	"synapse differentiation inducing 1"
"221619_s_at"	"3.97e-05"	"2.34e-06"	"-5.43"	"4.427258"	"-1.01"	"MTCH1"	"mitochondrial carrier 1"
"213281_at"	"3.97e-05"	"2.34e-06"	"-5.43"	"4.427223"	"-1.36"	"JUN"	"Jun proto-oncogene, AP-1 transcription factor subunit"
"219305_x_at"	"3.99e-05"	"2.36e-06"	"5.43"	"4.421379"	"1.28"	"FBXO2"	"F-box protein 2"
"218283_at"	"4.01e-05"	"2.37e-06"	"-5.43"	"4.415075"	"-6.09e-01"	"SS18L2"	"SS18 like 2"
"212961_x_at"	"4.02e-05"	"2.38e-06"	"-5.43"	"4.412538"	"-5.40e-01"	"CXorf40B"	"chromosome X open reading frame 40B"
"203657_s_at"	"4.02e-05"	"2.38e-06"	"-5.43"	"4.411067"	"-1.01"	"CTSF"	"cathepsin F"
"212910_at"	"4.04e-05"	"2.39e-06"	"-5.43"	"4.40592"	"-7.88e-01"	"THAP11"	"THAP domain containing 11"
"210633_x_at"	"4.05e-05"	"2.40e-06"	"-5.43"	"4.402182"	"-4.84e-01"	"KRT10"	"keratin 10"
"207265_s_at"	"4.06e-05"	"2.41e-06"	"5.43"	"4.400474"	"9.42e-01"	"KDELR3"	"KDEL endoplasmic reticulum protein retention receptor 3"
"217737_x_at"	"4.07e-05"	"2.41e-06"	"-5.42"	"4.397205"	"-5.97e-01"	"RTFDC1"	"replication termination factor 2 domain containing 1"
"205289_at"	"4.08e-05"	"2.42e-06"	"-5.42"	"4.394547"	"-1.76"	"BMP2"	"bone morphogenetic protein 2"
"203371_s_at"	"4.17e-05"	"2.48e-06"	"-5.42"	"4.372417"	"-6.69e-01"	"NDUFB3"	"NADH:ubiquinone oxidoreductase subunit B3"
"217796_s_at"	"4.20e-05"	"2.50e-06"	"5.41"	"4.363342"	"4.36e-01"	"NPLOC4"	"NPL4 homolog, ubiquitin recognition factor"
"202292_x_at"	"4.27e-05"	"2.54e-06"	"5.41"	"4.347443"	"5.94e-01"	"LYPLA2"	"lysophospholipase II"
"204922_at"	"4.29e-05"	"2.55e-06"	"5.41"	"4.34206"	"7.38e-01"	"C11orf80"	"chromosome 11 open reading frame 80"
"210652_s_at"	"4.29e-05"	"2.56e-06"	"5.41"	"4.339568"	"1.50"	"TTC39A"	"tetratricopeptide repeat domain 39A"
"212312_at"	"4.33e-05"	"2.59e-06"	"5.40"	"4.329554"	"8.16e-01"	"BCL2L1"	"BCL2 like 1"
"219241_x_at"	"4.33e-05"	"2.59e-06"	"5.40"	"4.329111"	"4.72e-01"	"SSH3"	"slingshot protein phosphatase 3"
"221803_s_at"	"4.35e-05"	"2.60e-06"	"-5.40"	"4.325017"	"-8.97e-01"	"NRBF2"	"nuclear receptor binding factor 2"
"218493_at"	"4.37e-05"	"2.62e-06"	"-5.40"	"4.318566"	"-1.24"	"SNRNP25"	"small nuclear ribonucleoprotein U11/U12 subunit 25"
"201464_x_at"	"4.40e-05"	"2.64e-06"	"-5.40"	"4.31163"	"-1.31"	"JUN"	"Jun proto-oncogene, AP-1 transcription factor subunit"
"203053_at"	"4.43e-05"	"2.65e-06"	"-5.40"	"4.305083"	"-3.93e-01"	"BCAS2"	"breast carcinoma amplified sequence 2"
"210361_s_at"	"4.45e-05"	"2.67e-06"	"-5.39"	"4.299169"	"-8.16e-01"	"ELF2"	"E74 like ETS transcription factor 2"
"209784_s_at"	"4.53e-05"	"2.72e-06"	"5.39"	"4.281734"	"9.15e-01"	"JAG2"	"jagged 2"
"205018_s_at"	"4.55e-05"	"2.73e-06"	"-5.39"	"4.277406"	"-1.67"	"MBNL2"	"muscleblind like splicing regulator 2"
"209457_at"	"4.56e-05"	"2.74e-06"	"5.39"	"4.272824"	"2.63"	"DUSP5"	"dual specificity phosphatase 5"
"202898_at"	"4.58e-05"	"2.75e-06"	"5.39"	"4.268606"	"1.34"	"SDC3"	"syndecan 3"
"220948_s_at"	"4.58e-05"	"2.76e-06"	"-5.38"	"4.26811"	"-7.80e-01"	"ATP1A1"	"ATPase Na+/K+ transporting subunit alpha 1"
"214124_x_at"	"4.58e-05"	"2.76e-06"	"-5.38"	"4.268006"	"-5.95e-01"	"FGFR1OP"	"FGFR1 oncogene partner"
"215719_x_at"	"4.59e-05"	"2.77e-06"	"5.38"	"4.263524"	"1.53"	"FAS"	"Fas cell surface death receptor"
"212483_at"	"4.59e-05"	"2.77e-06"	"-5.38"	"4.262589"	"-7.74e-01"	"NIPBL"	"NIPBL, cohesin loading factor"
"200743_s_at"	"4.60e-05"	"2.77e-06"	"5.38"	"4.261479"	"8.46e-01"	"TPP1"	"tripeptidyl peptidase 1"
"218667_at"	"4.60e-05"	"2.78e-06"	"-5.38"	"4.259997"	"-7.22e-01"	"PJA1"	"praja ring finger ubiquitin ligase 1"
"212206_s_at"	"4.61e-05"	"2.79e-06"	"-5.38"	"4.256676"	"-9.22e-01"	"H2AFV"	"H2A histone family member V"
"219298_at"	"4.65e-05"	"2.81e-06"	"-5.38"	"4.248102"	"-1.37"	"ECHDC3"	"enoyl-CoA hydratase domain containing 3"
"221568_s_at"	"4.66e-05"	"2.82e-06"	"-5.38"	"4.24432"	"-4.44e-01"	"LIN7C"	"lin-7 homolog C, crumbs cell polarity complex component"
"219521_at"	"4.67e-05"	"2.83e-06"	"5.38"	"4.242606"	"1.41"	"B3GAT1"	"beta-1,3-glucuronyltransferase 1"
"202255_s_at"	"4.70e-05"	"2.85e-06"	"5.37"	"4.235017"	"5.97e-01"	"SIPA1L1"	"signal induced proliferation associated 1 like 1"
"213715_s_at"	"4.72e-05"	"2.86e-06"	"-5.37"	"4.231446"	"-6.59e-01"	"KANK3"	"KN motif and ankyrin repeat domains 3"
"218751_s_at"	"4.72e-05"	"2.87e-06"	"5.37"	"4.229026"	"7.82e-01"	"FBXW7"	"F-box and WD repeat domain containing 7"
"210819_x_at"	"4.73e-05"	"2.88e-06"	"-5.37"	"4.225996"	"-1.63"	"DIO2"	"deiodinase, iodothyronine, type II"
"214042_s_at"	"4.80e-05"	"2.92e-06"	"-5.37"	"4.212716"	"-4.93e-01"	"RPL22"	"ribosomal protein L22"
"202527_s_at"	"4.80e-05"	"2.92e-06"	"-5.37"	"4.211239"	"-7.33e-01"	"SMAD4"	"SMAD family member 4"
"216241_s_at"	"4.86e-05"	"2.96e-06"	"-5.36"	"4.198157"	"-8.02e-01"	"TCEA1"	"transcription elongation factor A1"
"212408_at"	"4.87e-05"	"2.97e-06"	"-5.36"	"4.195975"	"-5.25e-01"	"TOR1AIP1"	"torsin 1A interacting protein 1"
"221564_at"	"4.87e-05"	"2.97e-06"	"-5.36"	"4.19396"	"-8.03e-01"	"PRMT2"	"protein arginine methyltransferase 2"
"218689_at"	"4.91e-05"	"2.99e-06"	"-5.36"	"4.18668"	"-7.60e-01"	"FANCF"	"Fanconi anemia complementation group F"
"221620_s_at"	"4.94e-05"	"3.02e-06"	"-5.36"	"4.179893"	"-7.54e-01"	"APOO"	"apolipoprotein O"
"212350_at"	"4.96e-05"	"3.03e-06"	"-5.36"	"4.174754"	"-6.58e-01"	"TBC1D1"	"TBC1 domain family member 1"
"205756_s_at"	"5.00e-05"	"3.06e-06"	"-5.35"	"4.1669"	"-1.20"	"F8"	"coagulation factor VIII"
"219328_at"	"5.00e-05"	"3.06e-06"	"-5.35"	"4.166283"	"-4.10e-01"	"DDX31"	"DEAD-box helicase 31"
"217992_s_at"	"5.05e-05"	"3.09e-06"	"5.35"	"4.15507"	"1.18"	"EFHD2"	"EF-hand domain family member D2"
"203342_at"	"5.05e-05"	"3.10e-06"	"-5.35"	"4.153769"	"-8.65e-01"	"TIMM17B"	"translocase of inner mitochondrial membrane 17 homolog B (yeast)"
"204445_s_at"	"5.05e-05"	"3.10e-06"	"5.35"	"4.15332"	"1.53"	"ALOX5"	"arachidonate 5-lipoxygenase"
"209858_x_at"	"5.06e-05"	"3.10e-06"	"-5.35"	"4.15182"	"-6.44e-01"	"MPPE1"	"metallophosphoesterase 1"
"200637_s_at"	"5.10e-05"	"3.13e-06"	"5.35"	"4.143338"	"1.45"	"PTPRF"	"protein tyrosine phosphatase, receptor type F"
"221485_at"	"5.12e-05"	"3.15e-06"	"5.35"	"4.138631"	"9.10e-01"	"B4GALT5"	"beta-1,4-galactosyltransferase 5"
"221532_s_at"	"5.13e-05"	"3.15e-06"	"-5.34"	"4.13618"	"-6.55e-01"	"WDR61"	"WD repeat domain 61"
"204594_s_at"	"5.17e-05"	"3.18e-06"	"-5.34"	"4.127484"	"-5.50e-01"	"MIEF1"	"mitochondrial elongation factor 1"
"210053_at"	"5.19e-05"	"3.20e-06"	"-5.34"	"4.122567"	"-8.18e-01"	"TAF5"	"TATA-box binding protein associated factor 5"
"201331_s_at"	"5.22e-05"	"3.22e-06"	"5.34"	"4.117011"	"4.78e-01"	"STAT6"	"signal transducer and activator of transcription 6"
"210093_s_at"	"5.30e-05"	"3.27e-06"	"-5.33"	"4.100117"	"-5.85e-01"	"MAGOHB///MAGOH"	"mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component"
"210738_s_at"	"5.31e-05"	"3.28e-06"	"-5.33"	"4.098199"	"-9.34e-01"	"SLC4A4"	"solute carrier family 4 member 4"
"218490_s_at"	"5.31e-05"	"3.28e-06"	"-5.33"	"4.096919"	"-9.17e-01"	"ZNF302"	"zinc finger protein 302"
"211679_x_at"	"5.31e-05"	"3.29e-06"	"5.33"	"4.096279"	"2.53"	"GABBR2"	"gamma-aminobutyric acid type B receptor subunit 2"
"210768_x_at"	"5.32e-05"	"3.29e-06"	"-5.33"	"4.094213"	"-4.17e-01"	"TMCO1"	"transmembrane and coiled-coil domains 1"
"209840_s_at"	"5.34e-05"	"3.31e-06"	"-5.33"	"4.089812"	"-1.96"	"LRRN3"	"leucine rich repeat neuronal 3"
"218723_s_at"	"5.40e-05"	"3.35e-06"	"-5.33"	"4.077685"	"-1.46"	"RGCC"	"regulator of cell cycle"
"39582_at"	"5.42e-05"	"3.36e-06"	"-5.33"	"4.073266"	"-7.91e-01"	"CYLD"	"CYLD lysine 63 deubiquitinase"
"213034_at"	"5.43e-05"	"3.37e-06"	"-5.32"	"4.070497"	"-5.29e-01"	"SIK3"	"SIK family kinase 3"
"214173_x_at"	"5.46e-05"	"3.39e-06"	"-5.32"	"4.06518"	"-4.70e-01"	"URI1"	"URI1, prefoldin like chaperone"
"218138_at"	"5.49e-05"	"3.42e-06"	"-5.32"	"4.05824"	"-8.31e-01"	"MKKS"	"McKusick-Kaufman syndrome"
"218501_at"	"5.51e-05"	"3.42e-06"	"-5.32"	"4.055727"	"-1.15"	"ARHGEF3"	"Rho guanine nucleotide exchange factor 3"
"219816_s_at"	"5.52e-05"	"3.43e-06"	"-5.32"	"4.052928"	"-5.93e-01"	"RBM23"	"RNA binding motif protein 23"
"210971_s_at"	"5.55e-05"	"3.46e-06"	"5.32"	"4.046566"	"1.67"	"ARNTL"	"aryl hydrocarbon receptor nuclear translocator like"
"220721_at"	"5.59e-05"	"3.48e-06"	"-5.31"	"4.03884"	"-5.81e-01"	"ZNF614"	"zinc finger protein 614"
"204368_at"	"5.59e-05"	"3.49e-06"	"-5.31"	"4.037763"	"-1.24"	"SLCO2A1"	"solute carrier organic anion transporter family member 2A1"
"203823_at"	"5.62e-05"	"3.51e-06"	"5.31"	"4.031643"	"8.91e-01"	"RGS3"	"regulator of G-protein signaling 3"
"205480_s_at"	"5.70e-05"	"3.56e-06"	"-5.31"	"4.017643"	"-5.44e-01"	"UGP2"	"UDP-glucose pyrophosphorylase 2"
